feedback_text,sentiment
Heavy rains washed away the seeds after sowing #956,Negative
There is an ongoing discussion about crop rotation #254,Neutral
We’ve had a bumper harvest of rice this season #35,Positive
The drip irrigation system is working really well #776,Positive
The fields have been plowed and are ready for sowing #557,Neutral
Government schemes are not reaching us on time #479,Negative
The insurance claim was rejected unfairly #391,Negative
The farm produce looks standard this season #140,Neutral
Transport issues led to rotting of fresh produce #364,Negative
The rainfall has been average compared to last year #613,Neutral
No special announcements from the authorities #825,Neutral
Everything appears to be under control for now #42,Neutral
The canal water system is functioning well now #242,Positive
There's talk about trying a new seed variety next year #62,Neutral
We’re waiting for the market rates to stabilize #364,Neutral
The timely rain and improved seeds gave us a great harvest #601,Positive
We are cautiously optimistic about the outcome #436,Neutral
We had to sell our produce at throwaway prices #298,Negative
Farmers are planning the next crop cycle #215,Neutral
There is routine inspection happening this week #889,Neutral
The pest situation is currently under observation #69,Neutral
Our training on composting was very effective #647,Positive
Government schemes are not reaching us on time #529,Negative
The soil seems to be holding moisture well #880,Neutral
Our requests to the local officer went unheard #268,Negative
We’re facing huge losses this season again #900,Negative
The government scheme really benefited our village #563,Positive
The crops are growing at a normal pace #735,Neutral
Our farm-to-market transport has improved greatly #190,Positive
We are struggling due to lack of proper irrigation #807,Negative
The drip irrigation system is working really well #976,Positive
Communication among farmers has been normal #748,Neutral
Communication among farmers has been normal #48,Neutral
Most farmers are preparing for the next sowing season #559,Neutral
The pest outbreak this season was uncontrollable #83,Negative
The farm produce was sold out quickly this week #475,Positive
Farmers attended a local meeting on agriculture trends #905,Neutral
The early sowing advice helped avoid pests #748,Positive
We planted the crops last week as per schedule #301,Neutral
Weather conditions have been perfect for sowing #22,Positive
We are seeing better profits than last season #460,Positive
The irrigation canal has been dry for months #185,Negative
No special announcements from the authorities #325,Neutral
The local market prices are favorable this time #956,Positive
Fertilizer prices have increased drastically #216,Negative
There is steady demand in the local market #434,Neutral
There is an ongoing discussion about crop rotation #854,Neutral
Fertilizer prices have increased drastically #516,Negative
Everything appears to be under control for now #392,Neutral
Our storage facility upgrade saved a lot of produce #770,Positive
We are unable to access good quality seeds #686,Negative
Government officials were responsive and helpful #131,Positive
We are using traditional farming methods this time #920,Neutral
We are cautiously optimistic about the outcome #136,Neutral
The pest outbreak this season was uncontrollable #483,Negative
Government officials were responsive and helpful #331,Positive
We don't have access to reliable weather updates #239,Negative
I'm grateful for the timely distribution of subsidies #467,Positive
We are using traditional farming methods this time #170,Neutral
